Timestamp,Transfer Type,Dealer,STEEM,SBD,TX ID,memo
2018-08-03T19:38:24,transfer from,smartsteem,0,0.365,9d25c589b7e9fc015635657b8e8c627d37c5d95f,
2018-08-05T12:58:24,transfer from,blocktrades,0,0.001,01cb1512ebb32e43915eecfff089c77f54c3687d,
2018-08-07T13:10:57,transfer from,council,0,0.001,6c800b17147a3f1a190a16e0c4002277b20f7357,You're BUSTED! You stole my STEEM  you think I can't find you. - https://steemit.com/witness-category/@yehey/community-bot-council-security-incident-august-5-2018
2018-08-07T13:48:36,transfer from,council,0,0.001,772afab2e1b6595206876c1bea2a5c24d43ed5b9,Before I go public. I will give you a chance to redeem yourself. Send me private message at discord https://SteemChat.com I'm sure you figure it out.
2018-08-07T14:32:57,transfer to,blocktrades,-2.02,0,8a800934ab2aa519fa5efd540bab5501f1bdc53c,702b9f10-79ad-45cf-ba68-2aaa75a8e4f9
2018-08-11T15:47:39,transfer from,caseyes,0,0.001,5c1517d1fccadbe0c938bf83e0b5893c0d08060b,Hi @antonsteemit   ►►► Make your posts more popular and find new followers   ►►► Resteem to my +5400 followers   ►►► Send 0.2 SBD or 0.2 STEEM to @caseyes   URL in the memo ► If you send other amounts your post would be upvoted.
2018-08-11T16:06:39,transfer from,zeldam,0,0.001,139450d30ba57bc4804b4f4871d05c48e9a30aa2,hi dear @antonsteemit ►►► trend your post ! Resteem it to 15900+ Followers ◄◄◄  ☼ Send 1.1 SBD or 0.9 STEEM to @zeldam ( URL in the memo ) for upvote service send other amounts of SBD or STEEM  ☼ 24/7 active service
2018-08-11T17:38:45,transfer from,blocktrades,0,0.001,8dd058bf20cf69079488063a08fde629bf3f28a9,
2018-08-11T17:45:12,transfer from,zokk,0,0.001,7f700efe9f4ed4f7fefd5c42deb859d0239ed3af,♨ Hi friend ! Do you want that your post was noticed?  ☑ Resteem to +7300 FOLLOWERS .  ►►► Send 0.4 SBD or 0.3 STEEM ( URL in the Memo ) to @zokk or send other amounts for upvoting . ♨ Thanks ♨
2018-08-11T17:47:03,transfer from,kimix,0,0.001,1981d032735ebaac71e0d79cdde9d23cef70a170,Hi @antonsteemit   ►►► Make your posts more popular and find new followers   ►►► Resteem to my +3900 followers   ►►► Send 0.2 SBD or 0.2 STEEM to @kimix   URL in the memo ► If you send other amounts your post would be upvoted.
2018-08-11T18:23:33,transfer from,livo,0,0.001,96fd770e61e39eebc62ddeb92605eb56ee6fe731,hi dear @antonsteemit ►►► trend your post ! Resteem it to 4900+ Followers ◄◄◄  ☼ Send 0.2 SBD or 0.1 STEEM to @livo ( URL in the memo ) for upvote service send other amounts of SBD or STEEM  ☼ 24/7 active service
2018-08-22T02:27:15,transfer from,crypto.piotr,0,0.003,954073d8053ee2f401f94e4522a65ea674ed7b67,Good morning @antonsteemit. I hope you don't mind this little mass memo. Im only sending it to small number of people who I follow and who have been engaging with me earlier on. Im trying to help my friend boost his engagement and I would like to recommend checking out his latest post about AI: https://steemit.com/ai/@creativeblue/ai-technology-deeply-integrated-into-our-daily-activities-creativeblue  ; Yours  Piotr
2018-08-22T13:35:27,transfer from,anomaly,0.001,0,0f7fc8b828043328f889d3830af50a7477f1bd9b,To all my friends  today I'm announcing a new kind of steemit bot that does fair and equal voting instead of random votes like those other bots.  With this bot the upvotes are worth what you send it (plus a little more when it can)  and whenever it can't vote high enough it will send you back the rest!  You should check it out  to use the new service just send any amount to @InfinityBot with a steemit url in the memo.  You can also delegate for even higher upvotes.
2018-08-25T12:45:18,transfer from,smartsteem,0.22,0,0d207b01525a7de2f09f8c56ce47c588b42fbf5f,DAutomatic STEEM Payout. Thank you for investing with Smartsteem.com!
2018-08-29T15:40:00,transfer to,boomerang,0,-1.871,8ab4fa873f503a0735db23b0c734f94976ef8d81,https://steemit.com/zerox/@antonsteemit/0x-protocal
2018-08-29T15:40:57,transfer from,anonwhale,0,0.001,37ee2ed53a6a9d88fb0896956b21c1c64c655bff,Greetings! Want to promote your post? Get more upvotes and followers with our resteem and upvote service! Get your post resteemed to 10 000+ followers  a minimum of 40+ upvotes  and a @anonwhale upvote (1200 STEEM POWER)! Send 1.000 SBD or 0.800 STEEM to @anonwhale with your post URL as the memo!
2018-08-29T15:41:57,transfer to,jerrybanfield,-1.517,0,9988c17df92bbdd310c2a1dc06ded64f0308dce7,https://steemit.com/zerox/@antonsteemit/0x-protocal
2018-08-29T15:54:33,transfer from,blocktrades,0.803,0,f1869c50afa05d3fbf6a5b61e25c0d0ed734f8da,SmartSteem Withdraw
2018-07-29T12:00:12,transfer from,bidseption,0,0.029,6c5c8f770f27a9594a120d9716bf224471e3d329,% Cha-Ching! You earn 0.029 SBD today!
2018-07-29T16:17:06,transfer to,estabond,0,-1.0,fb1d1ec4f614745b570955911bb7bb7d837d1272,https://steemit.com/cn/@antonsteemit/kura-sushi
2018-07-29T16:17:18,transfer from,resteembot,0,0.001,48ab08d885a13019f3f9c4f5b07b0ca34088c805,A gift
2018-07-29T16:17:30,transfer from,superpromoter,0,0.001,17d2b489a443954421a269a769bfaa5695d9bc6f,✅ Promote your post with @superpromoter. 💎 11 000+ SP 👥 5 000 followers and counting 📈 Send 1 SBD or STEEM with URL in memo to @superpromoter to resteem your post to thousands of followers and get instant upvotes.
2018-07-29T16:20:18,transfer to,booster,0,-2.5,a96595486bd96427be0fd68ce7c3aa5b6f41bd7d,https://steemit.com/cn/@antonsteemit/kura-sushi
2018-07-29T16:21:33,transfer from,bubblebee,0,0.001,48cd9a86302bd734bc7820e2e289c44b97ab7bea,Good News!! Hello. I'm BubbleBee  your Multi-Upvote Friend. Follow & Send 0.25 SBD/STEEM (Post URL as Memo) to @BubbleBee and Get 45+ Instant Upvotes with ReSteem. Automatically Refund for Invalid Transactions. Service Active! For Upvote-Exchange & Cumulative Growth  Join us on Discord : https://discord.me/SteemBulls
2018-07-29T16:31:30,transfer from,anonwhale,0,0.001,c9ac60cceadc16b06d5f95f16d9a77f1764209cd,Greetings! Want to promote your post? Get more upvotes and followers with our resteem and upvote service! Get your post resteemed to 10 000+ followers  a minimum of 40+ upvotes  and a @anonwhale upvote (1200 STEEM POWER)! Send 1.000 SBD or 0.800 STEEM to @anonwhale with your post URL as the memo!
2018-07-30T17:39:57,transfer from,cryptomoneymade,0,0.001,e76674df0c628629a6ef40e999aed4bc2a24ee16,◀ PROMOTE YOUR POST ▶ We offer promotion and resteem service for you ▶ Send 0.3 SBD or 0.3 STEEM with URL in the memo to @cryptomoneymade and your post will be resteemed to 10000+ followers on multiple Steemit accounts ▶ ◀ Service Active 24/7 ✔
2018-08-01T11:13:24,transfer from,steemhq,0.025,0,12dd725bf8fc49acf35df23ae9c801e7fb43325d,Your monthly payout for participating in the Community Witness project on https://www.steemhq.com - Thanks for your Vote!
2018-08-02T05:18:21,transfer from,crypto.piotr,0,0.003,2ff66adc64dca6bbca1415e7daa8c92b8e4d413e,hi @antonsteemit   I've been following you for some time (since we share similar passions towards blockchain technology and crypto). I just created post about resteeming posts (including full list of those bots). You may find valuable: https://steemit.com/steemit/@crypto.piotr/resteeming-bots-are-those-bots-better-or-worse-than-upvoting-bots-attached-full-list-of-resteeming-bots-on-steemit I hope you don't mind this mass-memo. Im not advertising anything. Just sharing my knowledge. Cheers  Piotr
2018-08-03T19:38:24,transfer from,smartsteem,0,0.365,9d25c589b7e9fc015635657b8e8c627d37c5d95f,
2018-08-05T12:58:24,transfer from,blocktrades,0,0.001,01cb1512ebb32e43915eecfff089c77f54c3687d,
2018-08-07T13:10:57,transfer from,council,0,0.001,6c800b17147a3f1a190a16e0c4002277b20f7357,You're BUSTED! You stole my STEEM  you think I can't find you. - https://steemit.com/witness-category/@yehey/community-bot-council-security-incident-august-5-2018
2018-08-07T13:48:36,transfer from,council,0,0.001,772afab2e1b6595206876c1bea2a5c24d43ed5b9,Before I go public. I will give you a chance to redeem yourself. Send me private message at discord https://SteemChat.com I'm sure you figure it out.
2018-08-07T14:32:57,transfer to,blocktrades,-2.02,0,8a800934ab2aa519fa5efd540bab5501f1bdc53c,702b9f10-79ad-45cf-ba68-2aaa75a8e4f9
2018-08-11T15:47:39,transfer from,caseyes,0,0.001,5c1517d1fccadbe0c938bf83e0b5893c0d08060b,Hi @antonsteemit   ►►► Make your posts more popular and find new followers   ►►► Resteem to my +5400 followers   ►►► Send 0.2 SBD or 0.2 STEEM to @caseyes   URL in the memo ► If you send other amounts your post would be upvoted.
2018-08-11T16:06:39,transfer from,zeldam,0,0.001,139450d30ba57bc4804b4f4871d05c48e9a30aa2,hi dear @antonsteemit ►►► trend your post ! Resteem it to 15900+ Followers ◄◄◄  ☼ Send 1.1 SBD or 0.9 STEEM to @zeldam ( URL in the memo ) for upvote service send other amounts of SBD or STEEM  ☼ 24/7 active service
2018-08-11T17:38:45,transfer from,blocktrades,0,0.001,8dd058bf20cf69079488063a08fde629bf3f28a9,
2018-08-11T17:45:12,transfer from,zokk,0,0.001,7f700efe9f4ed4f7fefd5c42deb859d0239ed3af,♨ Hi friend ! Do you want that your post was noticed?  ☑ Resteem to +7300 FOLLOWERS .  ►►► Send 0.4 SBD or 0.3 STEEM ( URL in the Memo ) to @zokk or send other amounts for upvoting . ♨ Thanks ♨
2018-08-11T17:47:03,transfer from,kimix,0,0.001,1981d032735ebaac71e0d79cdde9d23cef70a170,Hi @antonsteemit   ►►► Make your posts more popular and find new followers   ►►► Resteem to my +3900 followers   ►►► Send 0.2 SBD or 0.2 STEEM to @kimix   URL in the memo ► If you send other amounts your post would be upvoted.
2018-08-11T18:23:33,transfer from,livo,0,0.001,96fd770e61e39eebc62ddeb92605eb56ee6fe731,hi dear @antonsteemit ►►► trend your post ! Resteem it to 4900+ Followers ◄◄◄  ☼ Send 0.2 SBD or 0.1 STEEM to @livo ( URL in the memo ) for upvote service send other amounts of SBD or STEEM  ☼ 24/7 active service
2018-08-22T02:27:15,transfer from,crypto.piotr,0,0.003,954073d8053ee2f401f94e4522a65ea674ed7b67,Good morning @antonsteemit. I hope you don't mind this little mass memo. Im only sending it to small number of people who I follow and who have been engaging with me earlier on. Im trying to help my friend boost his engagement and I would like to recommend checking out his latest post about AI: https://steemit.com/ai/@creativeblue/ai-technology-deeply-integrated-into-our-daily-activities-creativeblue  ; Yours  Piotr
2018-08-22T13:35:27,transfer from,anomaly,0.001,0,0f7fc8b828043328f889d3830af50a7477f1bd9b,To all my friends  today I'm announcing a new kind of steemit bot that does fair and equal voting instead of random votes like those other bots.  With this bot the upvotes are worth what you send it (plus a little more when it can)  and whenever it can't vote high enough it will send you back the rest!  You should check it out  to use the new service just send any amount to @InfinityBot with a steemit url in the memo.  You can also delegate for even higher upvotes.
2018-08-25T12:45:18,transfer from,smartsteem,0.22,0,0d207b01525a7de2f09f8c56ce47c588b42fbf5f,DAutomatic STEEM Payout. Thank you for investing with Smartsteem.com!
2018-08-29T15:40:00,transfer to,boomerang,0,-1.871,8ab4fa873f503a0735db23b0c734f94976ef8d81,https://steemit.com/zerox/@antonsteemit/0x-protocal
2018-08-29T15:40:57,transfer from,anonwhale,0,0.001,37ee2ed53a6a9d88fb0896956b21c1c64c655bff,Greetings! Want to promote your post? Get more upvotes and followers with our resteem and upvote service! Get your post resteemed to 10 000+ followers  a minimum of 40+ upvotes  and a @anonwhale upvote (1200 STEEM POWER)! Send 1.000 SBD or 0.800 STEEM to @anonwhale with your post URL as the memo!
2018-08-29T15:41:57,transfer to,jerrybanfield,-1.517,0,9988c17df92bbdd310c2a1dc06ded64f0308dce7,https://steemit.com/zerox/@antonsteemit/0x-protocal
2018-08-29T15:54:33,transfer from,blocktrades,0.803,0,f1869c50afa05d3fbf6a5b61e25c0d0ed734f8da,SmartSteem Withdraw
2018-08-31T08:09:06,transfer from,deanliu,9.5,0,02a4826ca4d113d12184f66bf77b35fdb9a64111,DA 11
2018-09-01T00:19:30,transfer from,steemhq,0.031,0,5943999eeee0696fd0c41a4eb1e5f5d2529fbb10,Your monthly payout for participating in the Community Witness project on https://www.steemhq.com - Thanks for your Vote!
2018-09-01T13:45:51,transfer from,smartsteem,0,0.413,e19e609759647f59dcc15b6df744e58e12c199f1,BAutomatic SBD Payout. Thank you for investing with Smartsteem.com!
2018-09-01T13:45:54,transfer from,smartsteem,0.748,0,5c93b84549239f740591226b80319ae6a6bee329,DAutomatic STEEM Payout. Thank you for investing with Smartsteem.com!
2018-09-01T14:12:00,transfer from,smartsteem,0,0.141,a26adf3887ab7ae19188b14c9084e1aeee159857,BAutomatic SBD Payout. Thank you for investing with Smartsteem.com!
